SalePrice,Lot.Area,Overall.Qual,Overall.Cond,Year.Built,X1st.Flr.SF,X2nd.Flr.SF,Full.Bath,Half.Bath,Bedroom.AbvGr,TotRms.AbvGrd,Mo.Sold,Yr.Sold
162500,9144,6,4,1915,1170,546,2,0,4,8,3,2008
145000,9144,5,5,1940,988,517,1,0,3,8,7,2008
130000,10267,6,7,1918,838,0,1,0,2,5,5,2008
160000,8094,6,8,1910,1242,742,2,0,5,8,9,2008
161000,5100,8,7,1925,833,833,1,0,3,7,6,2008
127500,4347,6,8,1910,825,784,1,0,3,7,6,2008
93850,6291,6,6,1930,768,0,1,0,1,4,7,2008
136000,10266,6,6,1952,768,768,1,1,4,7,5,2008
141000,6876,6,6,1938,1272,0,2,0,4,9,11,2008
120000,10320,5,6,1915,880,428,2,0,2,6,4,2008
127500,7200,6,7,1925,1040,0,1,0,2,5,7,2008
127000,7006,6,6,1925,788,448,2,0,3,6,8,2008
89500,7920,6,7,1920,1035,371,1,0,3,6,3,2008
125000,8235,5,7,1955,825,0,1,0,2,4,6,2008
79900,5586,6,7,1920,1088,110,1,0,4,7,9,2008
85000,10320,5,8,1912,759,0,1,0,1,5,8,2008
82375,10320,3,3,1915,808,536,2,0,3,8,5,2008
135000,10320,6,7,1906,756,713,1,0,3,7,6,2008
124000,9488,5,6,1947,1054,0,1,0,3,6,9,2008
134000,8250,5,5,1968,1211,0,1,0,3,5,8,2008
135000,21286,5,5,1948,720,551,2,0,4,7,8,2008
134432,17120,4,4,1959,1120,468,2,0,4,7,7,2008
127500,10106,5,7,1940,808,547,2,0,4,6,9,2008
148000,11235,5,6,1963,1075,0,1,0,3,6,5,2008
129500,11200,5,5,1965,1040,0,1,0,3,5,2,2008
157500,13014,6,5,1978,1096,0,1,0,3,6,12,2008
109900,7162,5,7,1966,904,0,1,0,3,6,12,2008
145000,10265,5,7,1967,992,0,1,0,3,6,7,2008
130000,9764,5,7,1967,894,0,1,0,3,5,5,2008
153000,7703,6,8,1978,1034,0,1,0,3,6,5,2008
120000,9981,5,5,1967,1073,0,1,0,3,6,3,2008
152000,7400,5,5,1984,1126,0,1,0,2,5,3,2008
108959,12900,4,4,1969,1258,0,0,2,0,6,1,2008
95541,12900,5,4,1920,1140,0,1,0,3,6,1,2008
80000,9000,5,3,1959,1006,0,1,0,3,5,7,2008
149350,8544,5,6,1966,1228,0,1,1,3,6,6,2008
144900,9239,5,8,1963,960,0,1,0,3,6,5,2008
185000,14175,6,8,1956,1188,0,1,0,1,4,6,2008
165000,13284,5,5,1954,1383,0,1,0,3,6,6,2008
235000,13500,6,7,1960,1252,0,1,0,1,4,3,2008
140000,13825,5,6,1958,1021,580,1,0,3,6,12,2008
108000,10200,5,8,1940,672,0,1,0,2,4,8,2008
145000,10532,5,3,1960,1721,0,2,0,3,7,12,2008
152400,8375,5,7,1941,864,486,1,1,2,6,6,2008
144000,10200,5,8,1970,904,0,1,0,3,5,6,2008
173000,2887,6,5,1996,1291,0,1,0,2,6,11,2008
192000,10005,7,5,1977,1156,866,2,1,4,8,3,2008
245000,20270,7,6,1979,1524,0,2,0,3,7,4,2008
241500,39104,7,7,1954,1363,0,1,0,2,5,4,2008
256000,53227,4,6,1954,1663,0,1,0,2,6,3,2008
177000,11512,6,7,1959,1357,0,1,0,2,5,5,2008
125600,5190,7,5,1948,617,462,1,0,2,5,1,2008
155000,10452,6,5,1953,1094,0,1,0,3,5,6,2008
240000,45600,6,8,1908,1307,1051,3,0,5,10,9,2008
260000,19550,5,7,1940,1518,0,1,0,2,5,1,2008
185000,21780,6,7,1918,1163,511,2,0,4,8,7,2008
235000,13728,6,7,1935,1236,872,2,0,4,7,7,2008
159900,9571,5,6,1956,1509,0,1,0,3,6,7,2008
99600,9350,5,5,1975,864,0,1,0,2,4,4,2008
134500,9360,6,8,1962,621,648,1,1,3,7,11,2008
119000,8405,5,8,1900,961,406,1,0,4,7,4,2008
107500,7000,5,7,1910,820,527,1,0,3,5,1,2008
125000,10880,5,5,1950,1164,0,1,0,3,5,8,2008
79000,9600,6,5,1924,572,524,1,0,2,5,4,2008
95000,9084,5,6,1941,616,495,1,0,3,5,3,2008
262280,11839,7,5,1990,1532,797,2,1,4,10,5,2008
260000,9771,6,5,1995,1093,1721,2,1,4,9,6,2008
226500,9938,7,5,1994,1626,0,2,1,3,7,4,2008
225000,14171,7,5,1993,1101,1099,2,1,4,9,12,2008
229000,10541,7,5,1996,1302,735,2,1,3,8,2,2008
177439,10616,7,5,2007,628,728,2,1,3,6,3,2008
248500,9345,8,5,2007,1615,0,2,0,3,7,5,2008
475000,11778,9,5,2008,2276,0,2,0,3,7,6,2008
395039,11778,9,5,2008,1766,0,2,1,3,8,12,2008
228000,11228,7,5,1993,1080,1017,2,1,3,9,12,2008
225000,11454,8,5,1995,1511,0,2,0,3,6,2,2008
195000,11500,6,6,1966,1643,0,2,0,2,6,3,2008
200000,12798,6,5,1997,616,1072,2,1,4,8,5,2008
155000,9750,5,7,1994,990,0,1,0,3,5,8,2008
144000,9525,5,6,1995,1099,0,1,1,3,6,6,2008
145000,9245,5,5,1994,990,0,1,0,3,5,2,2008
226001,8696,7,5,1997,1418,0,2,0,3,5,5,2008
215700,13142,6,5,1997,872,899,2,1,3,6,7,2008
207500,8998,7,5,2000,782,870,2,1,3,6,6,2008
193000,9179,7,5,1999,882,908,2,1,3,7,6,2008
188000,8924,7,5,1998,880,844,2,1,3,8,7,2008
191000,9382,7,5,1999,1479,0,2,0,3,6,7,2008
221000,12803,7,5,2002,1494,0,2,0,3,6,9,2008
231500,12435,7,5,2001,963,829,2,1,3,7,5,2008
235000,12192,7,5,2000,928,895,2,1,3,6,5,2008
223500,11250,7,5,2001,920,866,2,1,3,6,9,2008
130250,9200,5,6,1975,938,0,1,0,3,5,7,2008
149900,8385,5,8,1977,985,0,2,0,3,6,11,2008
158000,12250,5,6,1978,1174,0,1,0,3,5,5,2008
147000,10970,6,6,1978,1026,0,1,0,3,5,10,2008
143195,9216,5,6,1975,1076,0,1,1,3,5,9,2008
163000,14330,5,6,1975,1558,0,2,0,2,5,8,2008
110000,7990,5,6,1975,924,0,1,0,3,5,4,2008
127000,7180,5,7,1972,864,0,1,0,3,5,5,2008
124900,7200,5,7,1972,780,0,1,0,2,4,1,2008
230000,9742,8,5,2002,1795,0,2,0,3,7,9,2008
237000,9473,8,5,2002,1128,903,2,1,3,7,3,2008
235000,10316,7,5,2000,992,873,2,1,3,7,6,2008
230500,10400,7,5,2001,1290,871,2,1,3,8,6,2008
230000,9066,8,5,1999,1004,848,2,1,3,7,12,2008
222500,11404,7,5,1998,1153,878,2,1,3,8,7,2008
287000,9240,8,5,2001,1055,1208,2,1,3,7,9,2008
274000,9720,9,5,2001,1366,581,2,1,3,7,1,2008
300000,14860,8,5,2002,1786,0,2,0,3,6,6,2008
255900,11250,8,5,2002,1149,1141,2,1,4,9,5,2008
224900,8158,7,5,2003,884,884,2,1,3,8,7,2008
240000,10905,7,5,2003,1129,1198,2,1,4,9,8,2008
183000,7226,7,5,2003,798,842,2,1,3,6,6,2008
207000,11690,8,5,1999,886,878,2,1,3,7,6,2008
210000,8750,7,5,1994,933,975,2,1,4,8,7,2008
136500,4435,6,5,2003,848,0,1,0,1,3,3,2008
145000,4426,6,5,2004,848,0,1,0,1,3,2,2008
208900,13125,6,5,1997,1493,0,2,0,3,7,4,2008
185000,10126,6,5,1997,1838,0,2,0,2,8,7,2008
214000,9135,7,5,2002,1536,0,2,0,3,7,12,2008
208500,8450,7,5,2003,856,854,2,1,3,8,2,2008
186500,9750,7,5,2004,1445,0,2,0,3,6,6,2008
210000,8450,7,5,2004,1436,0,2,0,3,8,4,2008
185900,8320,7,5,2004,770,812,2,1,3,6,9,2008
179900,11049,8,5,2007,1234,0,2,0,3,7,1,2008
218836,11058,7,6,2007,1564,0,2,0,3,6,2,2008
193000,9627,7,5,2007,1361,0,2,0,3,6,6,2008
189000,8199,7,5,2005,728,728,2,1,3,7,10,2008
149300,4426,6,5,2004,848,0,1,0,1,3,5,2008
141000,4426,6,5,2004,848,0,1,0,1,3,5,2008
149000,4438,6,5,2004,848,0,1,0,1,3,1,2008
144500,4438,6,5,2004,848,0,1,0,1,4,6,2008
85000,8777,5,7,1910,796,0,1,0,2,4,5,2008
145900,8777,5,7,1900,1272,928,2,2,4,9,9,2008
123000,9825,5,5,1966,1092,0,1,0,3,6,4,2008
147500,9937,5,6,1965,1256,0,1,1,3,6,6,2008
165000,12102,5,5,1976,1033,0,1,0,3,6,4,2008
135000,6500,6,6,1976,1127,0,1,1,3,6,5,2008
108000,13907,5,6,1940,996,0,1,0,3,6,7,2008
137500,10012,4,5,1972,1181,0,2,0,3,6,4,2008
165400,6931,7,5,2003,760,896,2,1,3,7,7,2008
147000,9638,6,6,1977,1117,0,1,0,3,6,11,2008
160500,7200,6,7,1976,684,714,1,1,3,6,2,2008
176000,7024,4,5,2005,1132,0,1,1,2,5,6,2008
284700,47007,5,7,1959,3820,0,3,1,5,11,7,2008
160000,63887,10,5,2008,4692,950,2,1,3,12,1,2008
148000,3675,6,5,2005,1072,0,1,0,2,5,6,2008
82000,6040,4,5,1955,1152,0,2,0,2,6,6,2008
82000,6012,4,5,1955,1152,0,2,0,2,6,6,2008
118000,12108,4,4,1955,1440,0,2,0,4,8,9,2008
82500,6845,4,5,1955,1152,0,2,0,2,6,7,2008
91900,6931,4,5,1955,784,0,1,0,2,4,5,2008
120000,12180,5,7,1938,585,468,1,1,2,5,1,2008
96000,8050,5,8,1947,929,208,1,1,4,8,4,2008
99000,9520,4,5,1953,930,0,1,0,2,5,5,2008
130500,11767,5,6,1946,768,432,1,0,3,6,5,2008
135000,8172,4,6,1954,997,473,2,0,4,7,5,2008
135500,16466,5,7,1955,872,521,1,1,3,8,4,2008
100000,7692,4,6,1954,1204,0,1,0,3,6,11,2008
108000,5142,4,7,1923,949,343,1,1,3,6,6,2008
98000,5604,5,6,1925,864,0,1,0,2,5,4,2008
67000,8248,3,3,1914,864,0,1,0,2,5,9,2008
135900,5687,5,6,1912,936,780,2,0,6,9,3,2008
140000,12155,6,8,1925,810,672,2,0,4,7,3,2008
179500,8400,5,8,1939,1052,720,2,1,4,8,7,2008
136500,8400,6,5,1925,1390,304,2,0,4,7,6,2008
168000,7290,7,8,1921,1424,0,2,0,2,7,4,2008
130000,8525,5,6,1911,1024,940,1,1,4,7,11,2008
189000,9842,5,6,1921,990,1611,3,1,4,8,5,2008
161900,7804,6,7,1930,960,960,2,2,4,10,7,2008
145000,8969,6,6,1926,672,644,1,0,2,6,7,2008
191000,11526,6,7,1922,1423,748,2,0,3,11,9,2008
177000,15576,6,7,1915,840,840,2,0,4,8,3,2008
147500,15564,6,6,1914,676,588,1,0,3,6,1,2008
91000,6292,6,5,1930,790,0,1,0,2,4,4,2008
231000,7609,8,9,1925,798,714,2,0,3,7,6,2008
115000,10480,6,5,1936,1166,0,1,0,3,6,3,2008
138000,9650,6,3,1923,819,784,1,0,4,7,6,2008
149000,7200,7,6,1931,851,651,1,1,3,6,2,2008
188700,11988,6,7,1934,849,811,1,1,3,6,8,2008
198000,11700,5,6,1937,1265,673,2,0,4,7,7,2008
110000,9260,5,4,1938,932,442,1,0,3,6,3,2008
104000,7801,6,5,1951,1091,0,1,0,2,5,5,2008
257076,9670,8,6,1935,983,890,1,1,4,9,6,2008
381000,14100,8,9,1935,1968,1479,3,1,4,11,5,2008
311500,15660,7,9,1939,1137,817,1,1,3,8,5,2008
263400,12392,7,9,1950,1218,943,2,1,3,8,4,2008
236500,26073,5,5,1956,1898,0,2,1,3,7,4,2008
224000,14778,6,7,1954,1640,0,1,0,3,7,11,2008
116500,1879,6,6,1980,516,516,1,0,2,5,12,2008
151000,1950,6,6,1980,716,840,2,1,3,6,7,2008
126000,7000,6,8,1926,919,0,1,0,2,5,7,2008
120000,6000,6,8,1940,760,330,1,0,3,5,7,2008
55000,3636,4,4,1922,796,0,1,0,2,5,1,2008
120500,5890,6,8,1930,816,0,1,0,2,5,6,2008
120500,6900,5,6,1940,778,0,1,0,2,4,2,2008
119000,8155,5,7,1930,780,420,1,0,4,7,7,2008
126000,6000,5,5,1967,1092,564,1,1,3,7,7,2008
99500,7392,5,7,1930,912,0,1,0,2,5,5,2008
165500,9000,5,5,1958,1151,804,2,0,4,7,1,2008
13100,14584,1,5,1952,733,0,1,0,2,4,2,2008
89000,5280,4,7,1895,825,536,1,0,2,6,7,2008
40000,8500,4,4,1920,649,668,1,0,3,6,7,2008
80900,5150,4,7,1910,671,378,1,0,2,5,5,2008
81000,18000,3,4,1935,894,0,1,0,2,6,8,2008
65000,9000,4,6,1920,432,432,1,1,3,5,6,2008
392500,5587,8,5,2008,1652,0,2,0,2,5,11,2008
294464,3843,8,5,2007,1648,0,2,0,2,5,8,2008
250000,3811,7,5,2004,1646,0,2,0,2,5,7,2008
275000,3842,8,5,2004,1646,0,2,0,2,5,1,2008
300000,23730,7,5,1996,2032,0,3,0,3,7,9,2008
271000,13265,8,5,2002,1689,0,2,0,3,7,7,2008
213000,11050,7,5,1996,910,910,2,1,3,8,9,2008
171000,9880,6,6,1977,1118,0,1,0,3,6,7,2008
171500,10125,6,6,1977,1279,0,2,0,3,6,2,2008
100000,10260,5,4,1976,936,936,2,2,4,8,11,2008
228500,9990,4,5,1991,1689,0,2,0,3,6,7,2008
228950,164660,5,6,1965,1619,167,2,0,3,7,8,2008
241500,4084,7,6,1986,1501,0,2,0,2,6,7,2008
287000,15498,8,6,1976,2898,0,2,0,2,10,5,2008
294000,11563,8,5,2006,1537,0,2,0,3,8,4,2008
293077,9520,8,5,2007,1646,0,2,0,3,7,4,2008
264966,12852,8,5,2007,920,860,2,1,3,6,1,2008
172500,9802,5,5,2006,712,730,2,1,3,6,4,2008
167500,9735,5,5,2006,754,640,2,1,3,7,5,2008
218689,12018,7,5,2008,796,816,2,1,3,6,10,2008
150000,12890,6,5,1989,1495,0,2,0,3,8,7,2008
184000,12416,6,5,1986,1651,0,2,0,3,7,11,2008
180000,18265,6,5,1986,1256,0,2,0,3,6,3,2008
175000,10200,6,5,1988,1509,0,2,0,3,5,8,2008
232500,11202,8,5,2003,1440,0,2,0,3,7,6,2008
195000,7915,6,5,1999,1675,0,2,0,3,6,12,2008
305000,12244,8,5,2003,1482,780,2,1,4,10,8,2008
298751,11449,8,5,2007,1728,0,2,0,3,7,1,2008
370000,11447,8,5,2005,1964,0,2,1,3,7,6,2008
209200,8940,7,5,1997,1344,0,2,0,2,8,11,2008
206300,7060,7,5,1997,1344,0,2,0,2,8,11,2008
146000,9278,5,5,2007,1092,0,1,0,2,5,2,2008
160500,4500,6,5,1997,1189,0,2,0,2,4,4,2008
173000,14137,4,5,1964,1200,0,1,0,3,6,11,2008
124000,4224,5,6,1975,1040,0,1,0,3,6,6,2008
115000,2665,5,6,1976,616,688,1,1,3,4,6,2008
129500,2665,5,7,1976,925,550,2,0,4,6,5,2008
105000,1974,4,7,1973,526,462,1,0,2,5,6,2008
94900,1596,4,6,1973,526,462,1,0,1,4,7,2008
152500,17979,5,6,1968,1160,0,1,0,3,6,2,2008
98000,1477,6,9,1970,546,546,2,1,3,6,3,2008
81000,1890,4,7,1972,630,0,1,0,1,3,6,2008
113000,21750,5,5,1954,988,0,1,0,2,4,2,2008
128500,6490,5,7,1983,816,0,1,0,2,4,4,2008
119500,6951,5,5,1984,923,0,1,0,3,5,10,2008
130500,6600,5,9,1982,816,0,1,0,3,5,10,2008
138000,6600,5,8,1982,816,0,1,0,2,4,6,2008
134500,6600,5,6,1982,845,0,1,0,3,6,7,2008
160000,12508,6,7,1940,983,767,2,0,4,7,7,2008
137500,12395,5,6,1984,889,0,1,0,3,6,4,2008
172000,11075,5,4,1969,1168,800,2,1,4,7,9,2008
103000,56600,5,1,1900,1150,686,2,0,4,7,1,2008
167300,10667,6,6,1971,1587,0,2,0,3,7,3,2007
167000,10628,7,5,1970,1277,0,1,0,2,5,4,2007
244000,13651,7,6,1973,2223,0,2,0,3,8,2,2007
268000,15865,8,6,1970,2217,0,2,0,4,8,10,2007
225000,12394,7,5,2003,847,886,2,1,3,7,10,2007
168000,10364,6,5,1995,806,766,2,1,3,7,5,2007
177000,13869,6,6,1997,794,676,2,0,3,6,7,2007
169000,8773,6,5,1997,916,684,2,1,3,7,8,2007
161500,8872,6,5,1997,754,630,2,1,3,7,3,2007
251000,5330,8,5,2000,1652,0,2,0,2,6,8,2007
160000,10147,6,5,1994,924,770,2,1,3,7,3,2007
180000,8637,6,5,1999,947,767,2,1,3,7,4,2007
178750,7875,7,5,1996,691,862,2,1,3,6,8,2007
176000,7875,7,5,1995,1253,0,2,0,3,6,6,2007
204000,7500,6,5,1999,957,1342,3,1,5,7,8,2007
160000,9556,7,5,1992,1187,0,2,0,3,6,8,2007
160000,10784,7,5,1991,802,670,2,1,3,7,5,2007
163900,9125,7,5,1992,812,670,2,1,3,7,7,2007
168000,7655,6,5,1993,910,732,2,1,3,7,7,2007
154204,18160,6,6,1964,1128,0,1,0,3,6,3,2007
170000,3696,8,5,1986,1088,0,1,1,2,5,10,2007
207500,5062,7,5,1984,1190,900,2,0,3,6,9,2007
182000,4740,8,5,1988,1179,0,2,0,2,5,10,2007
212000,5118,8,5,1990,1321,0,1,0,1,4,8,2007
377426,14157,9,5,2005,1922,0,2,0,3,8,7,2007
349265,12328,8,5,2005,1164,1377,3,1,4,10,7,2007
591587,51974,9,5,2006,2338,0,2,1,4,8,6,2007
155000,41600,5,5,1969,1424,0,1,1,3,7,11,2007
319900,8035,9,5,2006,1612,0,2,0,2,6,3,2007
392000,8089,8,6,2007,1419,0,2,0,2,7,10,2007
441929,14082,8,5,2006,2234,0,1,1,1,7,1,2007
455000,13870,10,5,2006,2042,0,2,0,3,8,10,2007
182900,12546,6,7,1981,1440,0,2,0,3,7,4,2007
174000,10960,6,5,1984,1284,0,2,0,3,5,4,2007
178000,12090,6,7,1984,1140,728,3,1,3,7,1,2007
176000,12090,7,7,1981,725,754,2,1,3,6,3,2007
213000,12299,7,6,1978,1664,0,2,0,3,7,9,2007
192000,11339,7,5,1979,1085,845,2,1,4,9,3,2007
190000,11952,7,6,1977,1161,808,2,1,3,8,11,2007
195000,12046,6,6,1976,1118,912,2,1,4,8,6,2007
148000,10395,6,6,1978,1032,0,2,0,3,6,7,2007
151500,11850,6,6,1984,1177,0,2,0,3,6,8,2007
197000,11584,7,6,1979,1040,685,2,1,3,6,11,2007
192350,10400,6,5,1979,1353,0,2,0,2,5,8,2007
152000,10793,5,5,1969,780,840,2,1,4,7,4,2007
170000,13001,6,5,1971,1220,0,2,0,2,6,9,2007
175000,12243,5,6,1971,1484,0,2,0,3,7,2,2007
175000,11700,6,6,1968,1041,702,1,2,3,7,6,2007
197900,12384,7,7,1976,1142,793,2,1,3,7,11,2007
174000,8991,7,6,1976,1324,0,2,0,3,5,2,2007
178900,8000,6,6,1974,1084,793,2,1,4,8,11,2007
139000,10500,5,7,1971,576,533,1,0,3,5,12,2007
143250,10530,6,5,1971,981,0,1,1,3,5,3,2007
184000,7472,7,9,1972,725,754,1,1,4,7,6,2007
155000,9457,5,6,1970,1422,0,1,0,3,7,9,2007
133000,7920,5,5,1970,914,0,1,0,3,5,10,2007
119500,9758,5,5,1971,950,0,1,0,3,5,7,2007
123000,8294,4,5,1971,872,0,1,0,3,5,6,2007
110000,7340,4,6,1971,858,0,1,0,2,4,6,2007
128000,17199,4,7,1961,914,0,1,0,2,4,7,2007
120500,9000,4,6,1971,864,0,1,0,3,5,5,2007
133000,4058,7,5,1998,767,0,1,0,1,4,6,2007
155000,4113,6,5,2001,1337,0,2,0,2,5,7,2007
177000,10943,6,5,1997,1337,0,2,0,2,5,10,2007
113500,2205,6,6,1973,525,567,1,1,3,6,2,2007
113000,1890,6,5,1973,672,546,1,1,3,7,5,2007
113700,2058,6,5,1973,672,546,1,1,4,7,12,2007
106000,2016,5,5,1970,630,672,2,1,3,6,4,2007
122500,1920,5,5,1971,765,600,1,1,2,6,8,2007
128000,4928,6,5,1976,958,0,2,0,2,5,2,2007
155000,2308,6,6,1976,804,744,2,1,3,7,7,2007
142500,2304,7,7,1978,1055,0,2,0,2,4,4,2007
129250,7150,5,6,1966,988,0,1,0,3,5,11,2007
356000,12469,9,5,2006,1816,0,2,0,3,7,8,2007
314813,11694,9,5,2007,1828,0,2,0,3,9,7,2007
318000,12030,8,5,2007,1694,0,2,0,3,7,12,2007
322400,11825,8,5,2006,1694,0,2,0,3,7,6,2007
318000,12085,8,5,2007,1734,0,2,0,3,7,11,2007
345474,14333,8,5,2007,2122,0,2,1,2,7,11,2007
415298,14450,9,5,2006,2121,0,2,1,3,8,5,2007
492000,13641,9,5,2007,1943,713,2,1,3,8,12,2007
338931,13440,8,5,2006,1148,1402,2,1,4,11,3,2007
450000,15431,10,5,2005,2046,0,2,1,2,7,8,2007
280000,14154,7,5,2006,1071,1101,2,1,3,9,8,2007
479069,13891,9,5,2007,2552,0,2,0,3,8,10,2007
395000,14226,8,5,2006,1973,0,2,0,3,9,7,2007
380000,13693,9,5,2006,2069,574,2,1,3,9,3,2007
250000,11428,8,5,2006,1634,0,2,0,3,7,5,2007
440000,14977,8,5,2006,1976,0,2,0,2,7,7,2007
418000,13654,9,5,2005,1722,1036,2,1,4,9,5,2007
500067,17169,10,5,2007,2290,0,2,1,2,7,8,2007
260116,16659,8,5,2007,1582,570,2,1,3,7,6,2007
317000,9591,8,5,2004,1143,1330,2,1,4,9,10,2007
319500,9709,8,5,2007,958,1142,2,1,3,8,9,2007
325624,10562,8,5,2007,1610,551,1,1,3,8,11,2007
372000,13615,9,5,2006,1802,0,2,1,3,7,6,2007
342000,13069,8,5,2004,1718,1238,2,1,5,11,8,2007
354000,12099,8,5,2004,1136,1332,2,1,4,10,6,2007
350000,14277,8,5,2003,1217,1168,2,1,3,7,1,2007
285000,11999,8,5,2003,1234,1140,2,1,4,10,5,2007
281500,12568,8,5,2007,895,923,2,1,3,8,8,2007
245700,9926,7,5,2005,1614,0,2,0,3,7,5,2007
232698,9254,8,5,2005,1721,0,2,0,3,7,1,2007
250000,10732,8,5,2006,1298,530,2,1,3,7,2,2007
194700,7577,6,5,2005,1362,0,2,0,2,6,6,2007
204000,3901,6,5,2005,1302,0,1,1,1,5,8,2007
200000,3903,6,5,2005,1302,0,1,1,1,5,5,2007
207000,6289,6,5,2005,1362,0,2,0,2,6,6,2007
209500,4590,8,5,2006,1554,0,2,0,2,6,8,2007
209500,4590,8,5,2006,1554,0,2,0,2,6,5,2007
202500,6442,8,5,2006,1370,0,2,0,2,6,10,2007
280000,7841,9,5,2005,1577,0,2,0,2,6,5,2007
277500,7313,9,5,2005,1561,0,2,0,2,6,8,2007
318061,7820,9,5,2007,1869,0,2,0,2,6,12,2007
221370,6240,8,5,2006,1324,0,2,0,2,6,9,2007
200000,3242,7,5,2003,1405,0,2,0,2,6,3,2007
181755,15810,6,5,2007,768,728,3,0,3,7,5,2007
176000,10237,6,5,2005,768,768,2,1,3,6,6,2007
178900,10237,6,5,2005,783,701,2,1,3,8,7,2007
168165,13204,7,5,2006,608,850,2,0,3,6,5,2007
171925,8857,6,5,2006,738,757,2,1,3,7,3,2007
198444,9729,6,5,2006,698,1048,2,1,3,6,6,2007
203000,12216,6,5,2005,1326,0,2,0,3,6,6,2007
179540,9018,7,5,2007,728,728,2,1,3,8,7,2007
176485,8993,7,5,2007,1302,0,2,0,3,6,8,2007
181134,8899,7,5,2007,1340,0,2,0,3,6,8,2007
156932,8499,6,5,2006,616,796,2,1,3,6,3,2007
166000,8229,6,5,2007,752,752,2,1,3,6,12,2007
177594,7713,7,5,2007,728,728,2,1,3,7,7,2007
173500,7697,7,6,2007,1258,0,2,0,3,6,8,2007
172500,3922,7,5,2006,1258,0,2,0,2,6,6,2007
194201,3922,7,5,2006,1402,0,0,2,2,7,2,2007
226500,3621,8,5,2003,1589,0,2,0,2,7,11,2007
185485,3710,7,5,2007,1266,0,2,0,2,6,8,2007
259000,14572,7,5,2004,1530,0,2,0,3,7,11,2007
188500,16219,7,5,2004,1119,0,2,0,2,5,4,2007
175000,11084,7,5,2004,744,630,2,1,3,8,6,2007
215000,11796,7,5,2004,847,1112,2,1,4,8,7,2007
206580,10936,7,5,2006,1525,0,2,1,3,6,4,2007
183500,8244,7,5,2004,840,880,2,1,3,7,5,2007
165500,11950,7,5,2003,754,640,2,1,3,7,10,2007
211000,7875,7,5,2003,847,1101,2,1,4,8,7,2007
181000,8063,6,5,2000,948,742,2,1,3,7,11,2007
219500,8740,7,5,2002,864,1131,2,1,4,8,7,2007
175000,7917,6,5,1999,953,694,2,1,3,7,8,2007
170000,9967,7,5,2000,774,656,2,1,3,8,12,2007
162000,7750,7,5,2003,660,660,2,1,3,6,8,2007
187000,9487,6,5,2000,940,750,2,1,3,7,6,2007
185000,9649,6,5,1999,961,683,2,1,3,7,5,2007
745000,15623,10,5,1996,2411,2065,3,1,4,10,7,2007
384500,12191,8,5,1997,1779,772,2,1,4,8,6,2007
248000,11000,8,5,2000,997,1288,2,1,4,8,6,2007
466500,11400,10,5,2001,2633,0,2,1,2,8,3,2007
410000,10557,9,5,1998,1671,1407,2,1,4,9,7,2007
322500,11002,8,5,1998,1411,1171,2,1,4,9,1,2007
252000,10790,7,5,1998,1108,1277,2,1,4,8,5,2007
755000,21535,10,6,1994,2444,1872,3,1,4,10,1,2007
269790,9920,7,5,1996,1127,886,2,1,3,8,6,2007
315750,11787,7,5,1996,1383,1015,2,1,3,8,8,2007
290000,9950,7,5,1995,1214,1306,2,1,4,9,6,2007
290000,12257,8,5,1995,1328,1203,2,1,4,9,11,2007
430000,12692,8,5,1992,3228,0,3,0,4,10,5,2007
263000,11762,8,5,1992,1105,1097,2,1,4,9,9,2007
330000,9044,8,5,1996,1335,1203,2,1,4,8,5,2007
213133,9910,7,6,2007,1369,0,2,0,3,5,9,2007
260261,11830,8,5,2007,1542,0,2,0,3,6,7,2007
320000,11670,9,5,2006,1905,0,2,0,3,8,3,2007
282922,15256,8,5,2007,1464,0,2,0,3,6,8,2007
215000,10612,8,5,2006,1534,0,2,0,3,7,1,2007
419005,12291,10,5,2007,1966,0,2,0,1,6,10,2007
255000,13501,8,5,2006,1636,0,2,0,3,8,6,2007
147000,9986,8,5,2006,1795,0,2,0,2,7,2,2007
235876,9965,7,5,2007,1528,0,3,2,3,6,9,2007
311872,9416,7,5,2007,1726,0,2,0,3,8,9,2007
248328,9849,7,6,2007,1689,0,2,0,3,7,6,2007
227000,10000,8,5,2006,1588,0,2,0,3,7,12,2007
260000,8847,8,5,2005,1538,0,2,0,3,7,12,2007
225000,9158,8,5,2007,1496,0,2,0,3,7,6,2007
249000,8251,7,5,2005,1506,0,2,0,3,7,4,2007
307000,10084,8,5,2004,1694,0,2,0,3,7,8,2007
250000,9605,7,5,2006,982,995,2,1,3,7,7,2007
221300,8778,8,5,2006,1302,528,2,1,3,7,3,2007
208900,8640,8,5,2007,1338,0,2,0,3,6,11,2007
210400,9000,7,5,2006,1335,0,2,0,3,6,6,2007
255000,8640,8,5,2007,896,896,2,1,3,8,11,2007
212109,10411,5,5,2007,725,863,3,0,3,8,7,2007
270000,9000,8,5,2006,1088,871,2,1,3,8,12,2007
303477,9000,8,5,2007,1184,1426,2,1,4,11,8,2007
310013,12217,8,5,2007,955,925,2,1,3,8,12,2007
249700,11096,8,5,2006,1656,0,2,0,3,7,7,2007
227875,10207,7,6,2007,874,887,3,0,3,7,8,2007
261329,10440,8,5,2007,1584,0,2,0,2,6,5,2007
253000,11824,8,5,2006,1685,0,2,0,2,5,4,2007
265000,10625,6,5,2004,1158,1285,2,1,4,9,6,2007
